Index,FP32_Value,INT8_Value
35241,-0.10853989,-7.0
70650,0.18670629,12.0
19801,0.17890385,11.0
54996,-0.1691944,-11.0
95151,0.15734728,10.0
82468,0.24303225,16.0
27518,-0.039280646,-3.0
60786,0.18357766,12.0
77732,0.21824074,14.0
82373,0.025627533,2.0
3716,0.062272884,4.0
95350,-0.031154245,-2.0
59388,-0.009759862,-1.0
39127,0.18768142,12.0
66479,0.003957144,0.0
45362,-0.003191783,-0.0
41822,-0.046405453,-3.0
87103,0.0584413,4.0
76797,-0.14135869,-9.0
68911,-0.14346386,-9.0
81610,0.18791893,12.0
92415,-0.17844366,-11.0
75102,0.12432735,8.0
63458,0.110871255,7.0
45986,0.0022141703,0.0
75365,-0.062313765,-4.0
61596,-0.0066647967,-0.0
72692,-0.14212474,-9.0
77597,-0.107503295,-7.0
96595,0.16838701,11.0
12148,0.33172625,21.0
70349,-0.026268259,-2.0
59355,-0.18870321,-12.0
1183,-0.0900019,-6.0
39102,0.057753876,4.0
71147,0.03207066,2.0
52082,0.03294693,2.0
88503,0.19985366,13.0
96223,0.096395716,6.0
62303,0.06411051,4.0
89703,-0.09374802,-6.0
6558,0.094554774,6.0
38402,0.2324288,15.0
91543,-0.054422002,-3.0
59658,-0.07586161,-5.0
19124,0.17246746,11.0
69715,0.06984755,4.0
12368,-0.0068758107,-0.0
51244,-0.04890478,-3.0
24198,-0.090106145,-6.0
95489,-0.0857604,-5.0
59440,0.06608521,4.0
60156,0.0069689574,0.0
14853,0.12855913,8.0
9317,-0.0017645161,-0.0
19311,-0.0066457894,-0.0
12266,-0.15425482,-10.0
19911,0.064696595,4.0
24656,-0.17175102,-11.0
11578,0.039310306,3.0
93948,-0.05798668,-4.0
26928,-0.011138788,-1.0
35823,0.019383531,1.0
36246,0.057403214,4.0
69527,-0.09746371,-6.0
89508,-0.20691366,-13.0
11639,-0.13591462,-9.0
29134,-0.026330322,-2.0
85565,0.06024195,4.0
23094,-0.08311455,-5.0
80464,0.0059633306,0.0
56779,-0.07249325,-5.0
39863,-0.2156815,-14.0
52991,-0.021895675,-1.0
64926,-0.03433735,-2.0
19044,0.060214143,4.0
76133,0.034337237,2.0
81806,-0.032573167,-2.0
37949,0.0025959928,0.0
45032,-0.1911008,-12.0
73197,-0.019683167,-1.0
9847,0.16218306,10.0
82694,0.09077925,6.0
8738,-0.011850615,-1.0
80597,0.050922167,3.0
7700,-0.017099105,-1.0
35776,-0.20783786,-13.0
59135,0.0679327,4.0
1467,-0.18123777,-12.0
8147,0.03874697,2.0
73498,0.00015835678,0.0
37124,-0.14714111,-9.0
74778,0.2393783,15.0
27669,-0.0735494,-5.0
57755,-0.22214858,-14.0
90849,-0.046314772,-3.0
76617,0.09691058,6.0
3588,0.07845048,5.0
28592,0.058810093,4.0
93296,-0.032937933,-2.0
11227,0.026606036,2.0
69063,0.21395935,14.0
91822,-0.042763893,-3.0
97652,0.02478655,2.0
16827,-0.026891347,-2.0
91573,-0.1684754,-11.0
41924,-0.007190393,-0.0
70132,0.074403055,5.0
5791,0.0010150251,0.0
78148,0.018308032,1.0
62711,0.09719734,6.0
8261,0.082999505,5.0
26976,-0.0016052761,-0.0
72882,0.035667207,2.0
20917,-0.21600446,-14.0
41140,-0.049313936,-3.0
49093,-0.13494863,-9.0
88380,0.028215747,2.0
69253,0.08485955,5.0
11130,0.12594482,8.0
79104,-0.25207445,-16.0
45858,0.108596876,7.0
88508,0.0043747043,0.0
23256,-0.05207855,-3.0
31169,-0.033240624,-2.0
84203,-0.032017298,-2.0
6505,0.08147744,5.0
35361,0.0122937085,1.0
65851,-0.0045524286,-0.0
58389,0.06832094,4.0
46500,-0.017514871,-1.0
41819,0.047876827,3.0
18157,-0.32420117,-21.0
79600,-0.12438653,-8.0
88015,0.07392691,5.0
92658,0.18689436,12.0
646,-0.023705658,-2.0
28795,0.06527686,4.0
14898,-0.010673766,-1.0
19284,-0.12674172,-8.0
42017,0.15878363,10.0
51819,0.037059117,2.0
94083,-0.014726844,-1.0
58135,-0.10844604,-7.0
34113,-0.046425384,-3.0
64578,0.19717416,13.0
29930,0.03162479,2.0
2229,0.057265956,4.0
48153,-0.1218355,-8.0
81055,0.017065847,1.0
38982,-0.05234045,-3.0
66052,0.023414882,1.0
16362,-0.103148475,-7.0
38506,0.08544963,5.0
78181,0.06454303,4.0
2959,-0.034791656,-2.0
37793,-0.042420708,-3.0
73952,-0.019657021,-1.0
74915,0.14060192,9.0
72758,0.017944673,1.0
29110,-0.1339863,-9.0
71438,-0.25198945,-16.0
80601,-0.16202235,-10.0
88328,0.07967978,5.0
28505,0.004653085,0.0
87684,-0.12858307,-8.0
25766,-0.22901885,-15.0
18035,-0.0046391063,-0.0
29759,0.0788712,5.0
39515,0.03845945,2.0
3970,0.016462428,1.0
53937,0.024779351,2.0
71091,0.07186079,5.0
4130,-0.04345704,-3.0
36114,0.03345409,2.0
74205,-0.031389862,-2.0
55233,-0.021014636,-1.0
94635,0.11515234,7.0
93239,0.011931841,1.0
75697,0.10840362,7.0
26102,-0.3231997,-21.0
70113,0.049939983,3.0
48156,-0.1886671,-12.0
23751,-0.27094886,-17.0
49387,0.10996511,7.0
91730,0.018532643,1.0
39098,0.10641382,7.0
9737,-0.6144436,-39.0
19376,0.02716656,2.0
19097,0.059233382,4.0
1856,0.28895238,18.0
50418,-0.16417085,-11.0
30048,-0.01581072,-1.0
27568,0.06657189,4.0
73810,-0.030882033,-2.0
31693,-0.04615016,-3.0
58623,-0.026255054,-2.0
85980,-0.17987248,-12.0
83787,0.025446689,2.0
53356,-0.2605348,-17.0
21590,0.14704561,9.0
73879,-0.007851852,-1.0
53816,-0.030322183,-2.0
39878,-0.017080504,-1.0
40805,0.16502221,11.0
8340,-0.2599358,-17.0
25404,0.00012931286,0.0
49899,0.116155766,7.0
81389,0.07634253,5.0
21582,-0.167994,-11.0
48660,-0.020497927,-1.0
87043,-0.019390069,-1.0
73154,-0.0468788,-3.0
34133,0.017306192,1.0
52274,0.20634738,13.0
53671,0.0861797,6.0
96363,-0.20953386,-13.0
40953,0.1900774,12.0
36428,0.105112664,7.0
36020,0.0049118698,0.0
12470,-0.072048455,-5.0
21133,-0.033480532,-2.0
89801,-0.22176862,-14.0
607,0.0012630711,0.0
80137,-0.0046064323,-0.0
69974,0.12867247,8.0
2809,-0.007569725,-0.0
36407,0.11917146,8.0
34240,0.02289896,1.0
69932,-0.26935714,-17.0
82949,-0.04147127,-3.0
87826,0.0051826537,0.0
57090,-0.018861745,-1.0
84112,0.0050718444,0.0
11951,0.10999199,7.0
88740,6.262386e-05,0.0
8852,0.09433872,6.0
5259,0.009389716,1.0
39033,0.0077828937,0.0
62373,0.087914966,6.0
54605,0.11073335,7.0
20209,0.06710835,4.0
34313,-0.048674773,-3.0
79873,0.060427032,4.0
4186,0.006880688,0.0
5996,-0.09619934,-6.0
83189,0.017481161,1.0
91068,-0.07924973,-5.0
23103,0.1599094,10.0
1769,0.017267525,1.0
51821,0.048376996,3.0
96207,-0.05300033,-3.0
99336,0.0018461215,0.0
36366,0.082330555,5.0
19576,0.07810404,5.0
59271,-0.09575807,-6.0
6785,-0.09260746,-6.0
50004,-0.005678675,-0.0
67511,0.10832125,7.0
81626,-0.013953453,-1.0
26620,0.123682305,8.0
2798,-0.010842533,-1.0
97962,-0.018145723,-1.0
85927,0.2154595,14.0
70584,0.00199286,0.0
47155,0.14737573,9.0
41185,0.042655952,3.0
406,0.032409903,2.0
95495,-0.084312044,-5.0
72361,0.15393806,10.0
21154,0.059808142,4.0
41385,-0.014093836,-1.0
37991,-0.1372663,-9.0
18835,0.010700793,1.0
83210,0.029220087,2.0
89078,-0.09097966,-6.0
10251,0.00014197316,0.0
98680,0.041089766,3.0
58041,-0.01400031,-1.0
62905,0.2501836,16.0
49762,0.078508765,5.0
90392,0.2595924,17.0
6393,-0.23961288,-15.0
1345,-0.02256975,-1.0
60796,0.15773788,10.0
91219,-0.030035928,-2.0
91754,-0.019586198,-1.0
73771,-0.03264199,-2.0
91333,-0.042804074,-3.0
21030,0.050729714,3.0
30554,-0.021808358,-1.0
53883,-0.036171794,-2.0
70834,0.066958345,4.0
87049,0.025606982,2.0
65287,0.051502008,3.0
80449,0.030365825,2.0
33264,-0.024217954,-2.0
40681,-0.011705961,-1.0
84735,-0.10205996,-7.0
71923,-0.23831932,-15.0
67799,-0.089290805,-6.0
43658,0.066662304,4.0
21246,-0.026506836,-2.0
51938,0.012028995,1.0
17271,0.0024193227,0.0
52106,-0.0663682,-4.0
40655,0.011114079,1.0
76567,-0.2671908,-17.0
75784,0.110789195,7.0
46745,0.0050369957,0.0
24063,0.15255362,10.0
97859,-0.028016381,-2.0
70706,0.25534227,16.0
17866,-0.008583937,-1.0
5786,0.03347895,2.0
42965,0.030937944,2.0
78298,0.09914126,6.0
68125,-0.022201505,-1.0
63278,0.08435283,5.0
25987,0.059349526,4.0
14481,0.061283253,4.0
68053,-0.035216365,-2.0
71399,-0.022070507,-1.0
63661,0.120372415,8.0
71912,-0.13234958,-8.0
18587,-0.23585826,-15.0
12821,0.056253627,4.0
5685,0.006365396,0.0
18233,-0.20168707,-13.0
47405,0.0155549,1.0
94406,-0.03669478,-2.0
97746,-0.023088329,-1.0
40918,0.011952762,1.0
61827,0.16002285,10.0
62788,0.11793016,8.0
13893,-0.029246626,-2.0
8656,-0.012011743,-1.0
93617,-0.21324699,-14.0
58768,-0.078830995,-5.0
21755,0.02869725,2.0
87416,-0.07749957,-5.0
22619,-0.16948318,-11.0
1848,0.0315371,2.0
75872,-0.07731469,-5.0
88439,-0.033807427,-2.0
99292,-0.0065847808,-0.0
70947,-0.2678829,-17.0
22054,0.19717564,13.0
75976,0.22492976,14.0
10697,0.0735056,5.0
19633,0.076579854,5.0
86145,0.0001831416,0.0
17508,-0.06854839,-4.0
42325,0.17007627,11.0
97024,-0.0019442895,-0.0
21651,-0.47224137,-30.0
63471,0.0580289,4.0
56571,0.11821128,8.0
43910,-0.024594279,-2.0
81873,0.13324928,9.0
97818,0.016494755,1.0
47159,-0.031870212,-2.0
90657,-0.11793981,-8.0
1304,-0.076404855,-5.0
90330,-0.07230786,-5.0
46388,-0.05983437,-4.0
1957,-0.24444363,-16.0
47111,-0.26593554,-17.0
36743,-0.060480043,-4.0
90636,-0.03456859,-2.0
7532,0.0035125571,0.0
53790,0.17932665,11.0
6023,0.00038767664,0.0
92812,-0.008859626,-1.0
94437,0.002089861,0.0
13845,-0.27556223,-18.0
72543,-0.027889695,-2.0
452,0.0026724243,0.0
24838,0.06732777,4.0
96034,0.074015245,5.0
93911,-0.013622431,-1.0
70633,-0.07193201,-5.0
55260,-0.12959775,-8.0
30650,0.111631595,7.0
24984,-0.075274676,-5.0
18282,-0.07315657,-5.0
42850,-0.003691244,-0.0
17580,-0.1330398,-9.0
54274,0.10012619,6.0
94890,0.009575814,1.0
47139,0.10181877,7.0
28931,-0.053641334,-3.0
91433,-0.14907548,-10.0
68811,0.036902763,2.0
25271,-0.14535937,-9.0
28923,-0.031227896,-2.0
78651,0.05826968,4.0
26738,0.021220114,1.0
74161,0.0112697,1.0
95064,-0.22016004,-14.0
24156,-0.2127516,-14.0
97127,0.048282273,3.0
76579,0.16194114,10.0
5829,-0.081608266,-5.0
7718,0.028508255,2.0
46174,0.0074753473,0.0
3505,-0.03367785,-2.0
5475,-0.13344695,-9.0
10100,-0.05260301,-3.0
19684,0.029733961,2.0
62610,0.1716523,11.0
17344,-0.21704145,-14.0
12866,-0.051516667,-3.0
60133,-0.12978706,-8.0
33808,-0.034427598,-2.0
46037,-0.1730013,-11.0
4478,0.019525802,1.0
31318,0.16391477,10.0
74297,0.010739986,1.0
86916,0.039423138,3.0
35153,-0.1043225,-7.0
9960,0.09278806,6.0
71696,0.1431462,9.0
7806,0.05210529,3.0
61285,0.011351704,1.0
46234,-0.18946709,-12.0
40051,0.08624518,6.0
5002,0.008118816,1.0
9407,0.020845968,1.0
33775,0.011686845,1.0
96806,0.16269587,10.0
24220,0.019368624,1.0
84646,0.034401756,2.0
82681,0.130419,8.0
51257,-0.030236736,-2.0
40101,0.15103583,10.0
73509,-0.027779188,-2.0
49693,-0.04485485,-3.0
17819,-0.17383304,-11.0
84014,-0.019941505,-1.0
63277,-0.04412772,-3.0
2164,-0.17826638,-11.0
11283,-0.13581592,-9.0
75379,0.10786427,7.0
19488,-0.032186046,-2.0
10372,-0.009138708,-1.0
29156,-0.11805656,-8.0
85260,-0.024255557,-2.0
73804,-0.035012294,-2.0
88634,-0.10085426,-6.0
30697,0.0349392,2.0
53087,0.019956684,1.0
100295,0.011688186,1.0
26746,-0.013500968,-1.0
2395,-0.024673812,-2.0
30947,0.30371076,19.0
33714,-0.0023483082,-0.0
40421,-0.12019025,-8.0
4611,0.0024004495,0.0
68513,-0.28978923,-19.0
68473,0.12912124,8.0
50807,0.12841108,8.0
26601,-0.034038022,-2.0
54741,-0.03320783,-2.0
29806,-0.020664979,-1.0
43098,-0.02613027,-2.0
73473,0.01662282,1.0
7630,-0.020608118,-1.0
50517,-0.19698492,-13.0
79244,0.09175671,6.0
5761,0.19702433,13.0
52040,0.06036978,4.0
19230,-0.08411218,-5.0
92982,-0.050660238,-3.0
94159,-0.09489664,-6.0
2913,-0.009504242,-1.0
25259,-0.11623202,-7.0
43692,-0.33289027,-21.0
67712,0.069242485,4.0
42433,0.3652491,23.0
95626,-0.0403166,-3.0
3770,-0.06551405,-4.0
6766,0.13386905,9.0
9940,-0.024376892,-2.0
10785,-0.10481362,-7.0
71289,0.02647424,2.0
14921,0.01617935,1.0
8752,0.043663003,3.0
15845,0.19482496,12.0
77474,-0.1132105,-7.0
58681,-0.02599213,-2.0
53158,-0.052546483,-3.0
80133,-0.02858264,-2.0
9630,-0.130526,-8.0
19367,0.09694317,6.0
92676,-0.015001591,-1.0
42123,0.04580192,3.0
18602,-0.061107397,-4.0
77983,0.14642051,9.0
75196,-0.22980884,-15.0
77080,-0.0932713,-6.0
40454,0.016910158,1.0
59788,0.042010225,3.0
27536,-0.025121538,-2.0
1147,-0.024914073,-2.0
68562,-0.18761265,-12.0
32369,-0.21271993,-14.0
77850,-0.10991926,-7.0
55516,0.02809711,2.0
81391,-0.0766533,-5.0
100068,-0.06266733,-4.0
93936,0.15565014,10.0
56598,0.06383319,4.0
18773,0.08510504,5.0
45335,-0.11473622,-7.0
84099,-0.01743769,-1.0
50744,0.06571522,4.0
15177,0.08797439,6.0
16979,-0.21074256,-13.0
18526,-0.17283121,-11.0
80017,0.10349907,7.0
95714,-0.0578472,-4.0
5428,0.05373637,3.0
12862,-0.1870276,-12.0
41647,-0.07244544,-5.0
81387,-0.05779129,-4.0
89199,-0.02286985,-1.0
40676,-0.029654613,-2.0
8332,0.20115122,13.0
42108,-0.04668244,-3.0
73342,-0.04791252,-3.0
96455,0.031607762,2.0
24898,0.089255996,6.0
54307,0.004911348,0.0
24849,0.12215525,8.0
97734,-0.04744254,-3.0
35615,0.052879903,3.0
89675,-0.07637336,-5.0
8545,0.27851668,18.0
78811,0.1933099,12.0
79993,-0.023122018,-1.0
84406,0.011298933,1.0
32129,0.021847777,1.0
32637,-0.1280962,-8.0
73220,0.0027625093,0.0
90247,0.0004902993,0.0
42839,0.018347561,1.0
42536,0.07855312,5.0
47588,0.079782784,5.0
25190,-0.0011137088,-0.0
89780,0.0960512,6.0
18917,0.08852138,6.0
99288,-0.006792784,-0.0
62613,-0.003750642,-0.0
27160,0.03359009,2.0
43563,0.03623309,2.0
14199,-0.16272692,-10.0
2162,-0.126175,-8.0
27825,-0.21589014,-14.0
51419,-0.008779775,-1.0
50747,0.04450302,3.0
39202,0.022213968,1.0
8430,-0.05638,-4.0
64187,-0.011542534,-1.0
15680,0.017256677,1.0
8602,-0.067830354,-4.0
80547,-0.18087374,-12.0
93094,-0.0017716737,-0.0
60241,-0.07135974,-5.0
67852,-0.11460499,-7.0
75941,0.019224163,1.0
34291,-0.012120427,-1.0
70395,-0.020895306,-1.0
95252,-0.15005317,-10.0
24569,0.14768659,9.0
41513,-0.0178262,-1.0
270,-0.017645208,-1.0
74670,-0.06512213,-4.0
97138,-0.20262386,-13.0
94614,-0.05428219,-3.0
12121,0.29517663,19.0
73760,-0.013028878,-1.0
5919,-0.08817872,-6.0
59983,0.13627209,9.0
22592,-0.11154526,-7.0
89393,0.01774753,1.0
35985,-0.16026673,-10.0
25510,-0.059132673,-4.0
99738,0.063160405,4.0
56858,-0.026299639,-2.0
99864,-0.074627355,-5.0
68843,-0.11940655,-8.0
17630,-0.006890548,-0.0
92572,-0.052338243,-3.0
63961,0.11510663,7.0
49851,0.20142236,13.0
5417,0.17510721,11.0
68541,-0.17853735,-11.0
93731,0.14100355,9.0
1122,-0.10005177,-6.0
75660,-0.24337476,-16.0
97409,0.0033481591,0.0
40956,0.09658634,6.0
11570,0.033957474,2.0
58026,-0.00670749,-0.0
15786,-0.031829275,-2.0
91323,0.067698725,4.0
40258,-0.022536032,-1.0
67397,-0.010853691,-1.0
68735,0.14001459,9.0
67721,-0.065226205,-4.0
77000,0.024451116,2.0
27525,0.017511576,1.0
57318,0.11524329,7.0
55151,-0.02991943,-2.0
57505,-0.039590456,-3.0
35242,-0.24294226,-16.0
54620,0.0066453894,0.0
82898,0.115892656,7.0
3698,-0.04459201,-3.0
4482,0.0016646513,0.0
60504,-0.06782882,-4.0
95057,0.13993616,9.0
81419,-0.035108414,-2.0
90857,0.093243346,6.0
89050,-0.06960095,-4.0
70591,0.023368066,1.0
1298,0.14191128,9.0
78871,0.048560493,3.0
48135,-0.20769139,-13.0
97512,0.013713925,1.0
86809,-0.036558602,-2.0
83987,-0.026814675,-2.0
47664,-0.021033643,-1.0
26035,-0.14897563,-10.0
62634,-0.0655402,-4.0
95059,-0.024095893,-2.0
9362,-0.07765318,-5.0
116,-0.026775131,-2.0
15614,0.16486052,11.0
97535,-0.016607074,-1.0
32513,0.11692055,7.0
83552,-0.010517565,-1.0
18843,-0.015352096,-1.0
79336,0.026876498,2.0
81121,-0.23348463,-15.0
84466,0.013008423,1.0
79924,-0.17913498,-11.0
19555,0.3090541,20.0
34663,-0.12641457,-8.0
91508,0.05186494,3.0
93789,0.08254172,5.0
69492,0.16022302,10.0
19628,-0.012761423,-1.0
38027,0.19694214,13.0
89467,0.111550376,7.0
66536,-0.0048376634,-0.0
63547,-0.02930198,-2.0
37788,0.052923437,3.0
38241,-0.12405733,-8.0
48012,-0.077156454,-5.0
12854,-0.079439834,-5.0
42448,0.02045365,1.0
18609,-0.4478888,-29.0
16572,0.023731615,2.0
9397,-0.2161454,-14.0
98285,-0.040466692,-3.0
42058,-0.11177609,-7.0
97069,0.011908999,1.0
7676,-0.057634335,-4.0
58153,0.080597684,5.0
7557,-0.0610125,-4.0
62088,-0.15161663,-10.0
95643,-0.0512387,-3.0
97707,-0.00088420126,-0.0
49933,0.19253008,12.0
77999,-0.14027545,-9.0
8564,-0.049852945,-3.0
70631,0.038120788,2.0
70358,-0.0049287854,-0.0
80784,0.008863117,1.0
54102,-0.022765685,-1.0
73050,0.0070532225,0.0
96666,-0.0046026483,-0.0
16885,0.15470849,10.0
12063,0.25753018,16.0
54664,0.1452788,9.0
39846,-0.03549272,-2.0
5757,0.032176916,2.0
92639,0.14612788,9.0
90282,-0.13962656,-9.0
54336,-0.013752165,-1.0
29985,-0.032428335,-2.0
4159,-0.013939794,-1.0
9130,0.114659294,7.0
46237,0.079839736,5.0
84733,0.036480956,2.0
61086,-0.17125489,-11.0
36275,0.028408233,2.0
97719,0.017320357,1.0
97692,0.018646382,1.0
22552,0.21118827,14.0
23471,0.08948555,6.0
32660,-0.042707495,-3.0
81463,-0.3497384,-22.0
19449,0.044691734,3.0
13157,-0.13458474,-9.0
57311,0.07296322,5.0
14633,0.014555944,1.0
96733,-0.11154522,-7.0
13717,-0.11111802,-7.0
26925,-0.038613036,-2.0
25679,0.011690011,1.0
37142,0.3013184,19.0
63516,0.03402799,2.0
19877,0.07782115,5.0
99511,0.027118225,2.0
31465,-0.087237895,-6.0
12382,0.09422739,6.0
70586,-0.011447575,-1.0
89000,-0.08363379,-5.0
35465,-0.016874108,-1.0
10503,-0.03990263,-3.0
46404,-0.09951302,-6.0
61974,-0.06476388,-4.0
86570,-0.103513554,-7.0
91400,-0.15017986,-10.0
67773,-0.014993964,-1.0
78331,-0.15722151,-10.0
34698,0.12066114,8.0
7073,0.028864637,2.0
88516,0.069111295,4.0
46654,0.14124988,9.0
2530,-0.02055835,-1.0
35151,0.16973506,11.0
52674,-0.027863624,-2.0
25478,-0.208227,-13.0
39014,0.014718633,1.0
65167,-0.29824772,-19.0
46291,-0.0766254,-5.0
22889,-0.17460695,-11.0
60410,0.101199746,6.0
40496,-0.06769825,-4.0
58850,-0.015377114,-1.0
80685,-0.10878662,-7.0
59552,0.055188026,4.0
29158,-0.03524934,-2.0
13364,0.0069216266,0.0
76425,0.061036028,4.0
67884,0.019913556,1.0
96137,-0.14069663,-9.0
13104,-0.035625093,-2.0
63633,0.09193766,6.0
51169,-0.111792035,-7.0
28398,0.20692037,13.0
35427,0.04459772,3.0
72148,0.029448753,2.0
97411,-0.032829624,-2.0
33300,0.0076337634,0.0
26129,-0.30071777,-19.0
375,0.013822039,1.0
49041,-0.12801719,-8.0
62323,-0.2728123,-17.0
89434,0.02420674,2.0
51243,-0.10043723,-6.0
28800,-0.048637606,-3.0
66186,-0.02667787,-2.0
62984,-0.082798734,-5.0
73233,0.0071280967,0.0
45208,-0.21564129,-14.0
10407,0.074529156,5.0
97401,0.020393815,1.0
52124,0.049377058,3.0
80713,-0.0064962804,-0.0
92004,-0.11919643,-8.0
92189,0.03694073,2.0
18229,-0.031828124,-2.0
39731,-0.017513659,-1.0
41988,0.23659138,15.0
77711,0.08637871,6.0
43755,0.26457953,17.0
15864,0.060082853,4.0
18383,0.35828483,23.0
65449,0.069924906,4.0
18838,-0.009318654,-1.0
34252,0.0005984945,0.0
20301,-0.011484585,-1.0
72064,0.0017847607,0.0
94570,-0.08453194,-5.0
7536,-0.017873425,-1.0
56615,-0.09133118,-6.0
85336,-0.041936543,-3.0
48901,-0.07248576,-5.0
99446,0.032219514,2.0
89829,-0.14470829,-9.0
6207,-0.12004847,-8.0
55433,0.11731417,8.0
84265,-0.02704088,-2.0
49595,0.036425628,2.0
12097,-0.03378689,-2.0
53578,-0.27812174,-18.0
90230,0.017717827,1.0
45465,-0.029947154,-2.0
1693,0.15070567,10.0
8112,-0.06632811,-4.0
69902,0.0040356806,0.0
92235,-0.083061896,-5.0
773,0.002594569,0.0
39789,-0.031232527,-2.0
12920,0.06165355,4.0
15378,-0.1362304,-9.0
60995,0.023313096,1.0
39452,-0.08450537,-5.0
49773,-0.07085848,-5.0
63199,-0.0618782,-4.0
75087,0.088051446,6.0
4912,0.028191177,2.0
45439,-0.007997639,-1.0
1853,0.059661523,4.0
20299,0.018631935,1.0
20834,0.06566189,4.0
31792,0.02703409,2.0
84641,0.019738786,1.0
40920,-0.012493559,-1.0
64394,0.14875677,10.0
93292,0.018879946,1.0
92551,-0.024586346,-2.0
89622,0.0039609578,0.0
91479,0.0719942,5.0
23106,0.117437564,8.0
89069,0.24437928,16.0
57773,-0.0051552104,-0.0
66672,-0.001568194,-0.0
52254,0.023480363,2.0
46379,0.03898983,2.0
96587,0.079172336,5.0
47791,-0.0026600924,-0.0
20339,-0.10597127,-7.0
80802,0.088898405,6.0
4411,-0.0060972148,-0.0
72654,-0.22547337,-14.0
26087,-0.0940803,-6.0
6539,-0.065325394,-4.0
22691,-0.045425028,-3.0
30475,-0.0071656452,-0.0
36057,-0.22241224,-14.0
1200,-0.2845554,-18.0
24828,-0.056305967,-4.0
35764,0.0027903903,0.0
38118,-0.17650253,-11.0
83354,0.16109954,10.0
31272,-0.06521047,-4.0
41517,-0.016439028,-1.0
51310,-0.23145454,-15.0
10312,0.036580775,2.0
57776,0.0038738004,0.0
44188,-0.2085329,-13.0
18942,0.052330222,3.0
41649,0.0715156,5.0
42550,0.3020621,19.0
96815,-0.0030351968,-0.0
73929,0.0015177302,0.0
88823,0.080954805,5.0
99617,-0.02449507,-2.0
38749,-0.12892261,-8.0
28056,0.07413864,5.0
16236,-0.007856972,-1.0
34969,0.025679134,2.0
11422,-0.10023141,-6.0
54084,-0.1473944,-9.0
74292,0.027103417,2.0
12342,0.28525558,18.0
20139,0.034183383,2.0
33242,0.16981132,11.0
1495,0.019627903,1.0
19223,0.16531812,11.0
16203,-0.111075535,-7.0
7547,-0.04518825,-3.0
89779,-0.029214274,-2.0
27917,-0.20329969,-13.0
63784,0.050192185,3.0
24349,0.19343032,12.0
97046,0.11610423,7.0
34459,-0.0040818113,-0.0
7350,-0.009588285,-1.0
56609,-0.23019816,-15.0
8515,-0.047864635,-3.0
20728,-0.12193807,-8.0
61198,-0.032922745,-2.0
74137,-0.008651564,-1.0
82410,0.22598378,14.0
5442,-0.08740344,-6.0
20723,0.0002478413,0.0
94220,-0.028024266,-2.0
8223,0.15482824,10.0
84884,-0.16658384,-11.0
48139,-0.17289944,-11.0
28132,-0.015986133,-1.0
99957,-0.030275445,-2.0
4813,-0.023723766,-2.0
10704,0.08151184,5.0
90478,0.015998403,1.0
6576,0.09443145,6.0
46048,-0.09047647,-6.0
46685,-0.04189461,-3.0
56349,0.0937918,6.0
66645,0.0004570825,0.0
21491,-0.014029365,-1.0
29089,0.02941956,2.0
4527,0.019714506,1.0
25340,-0.027620884,-2.0
65434,0.013981848,1.0
5846,-0.0019711743,-0.0
5516,-0.0008145912,-0.0
94234,0.030745339,2.0
88100,-0.21498382,-14.0
35982,-0.033392455,-2.0
52966,0.016813027,1.0
57369,-0.028653702,-2.0
10262,-0.2643918,-17.0
31289,0.048514336,3.0
75663,-0.21706821,-14.0
56695,-0.20331128,-13.0
58517,-0.3178526,-20.0
84497,0.03464965,2.0
57449,0.082996875,5.0
89790,-0.22988541,-15.0
48722,-0.032103784,-2.0
17462,0.045555472,3.0
36583,0.3430632,22.0
20081,0.005510578,0.0
31785,0.093588546,6.0
68550,0.10851502,7.0
89198,-0.012636365,-1.0
94001,0.0034012664,0.0
127,-0.038330194,-2.0
46184,0.09008211,6.0
81706,0.13885252,9.0
91238,0.1706474,11.0
11434,0.073136546,5.0
32270,0.06752716,4.0
34629,-0.06871562,-4.0
78593,0.14452532,9.0
80157,-0.030127507,-2.0
60030,-0.017237494,-1.0
44873,0.08553626,5.0
35942,0.0778172,5.0
12502,-0.19409764,-12.0
40962,0.19525017,12.0
45222,-0.06853181,-4.0
70830,-0.1317926,-8.0
46948,0.36748543,24.0
73954,-0.00056007935,-0.0
91415,-0.11769501,-8.0
47741,0.0014495467,0.0
77625,0.0039765625,0.0
89361,-0.0074230456,-0.0
77184,-0.036313098,-2.0
38261,-0.06924028,-4.0
80054,0.0036644824,0.0
72891,0.036348674,2.0
19036,0.15477625,10.0
1294,0.029135587,2.0
79654,0.25321698,16.0
88237,-0.020808402,-1.0
26716,-0.026078042,-2.0
89694,-0.074260525,-5.0
70160,-0.035767045,-2.0
737,-0.009445995,-1.0
89217,-0.0155765,-1.0
72122,0.09121101,6.0
78469,0.13672313,9.0
87921,-0.039074417,-3.0
56536,0.048719864,3.0
89541,0.13966918,9.0
98067,-0.20070477,-13.0
38512,0.08163685,5.0
11357,-0.10103323,-6.0
98215,0.17896982,11.0
30913,-0.064309604,-4.0
67247,0.036439665,2.0
34527,0.03294968,2.0
43227,0.10618779,7.0
96478,0.23201782,15.0
7576,-0.029617716,-2.0
89252,-0.09700788,-6.0
47384,-0.08876505,-6.0
91755,-0.031018186,-2.0
67428,-0.014207419,-1.0
26022,-0.18657714,-12.0
42383,-0.1272753,-8.0
