Index,FP32_Value,INT8_Value
92361,-0.09964183,-6.0
18621,0.065818325,4.0
98276,-0.0010863206,-0.0
12931,-0.22528645,-14.0
29221,0.15094778,10.0
47934,0.05490697,4.0
42664,0.32534495,21.0
13114,-0.015942369,-1.0
36453,0.09610885,6.0
56769,-0.10942564,-7.0
50983,-0.015614314,-1.0
70652,0.22427568,14.0
97732,-0.0008163163,-0.0
33901,0.010584074,1.0
34809,-0.025985593,-2.0
27920,0.043599676,3.0
41408,-0.04203538,-3.0
92504,0.04929204,3.0
50695,-0.040123302,-3.0
70443,-0.10693262,-7.0
95633,-0.017182127,-1.0
53419,-0.084771775,-5.0
82588,-0.056232464,-4.0
39593,-0.0035307556,-0.0
92151,-0.0058021173,-0.0
50073,-0.083829634,-5.0
94372,0.0042270673,0.0
67592,-0.021827402,-1.0
6238,-0.025507653,-2.0
16222,-0.06187351,-4.0
33689,-0.026916573,-2.0
9445,-0.052083023,-3.0
52548,0.0053844624,0.0
23839,0.102832966,7.0
57408,0.047559597,3.0
57753,-0.03929815,-3.0
71382,-0.0668929,-4.0
37535,0.038063236,2.0
20819,0.0054083727,0.0
22906,0.22931126,15.0
49680,0.074346825,5.0
47977,-0.008884019,-1.0
39693,0.051936936,3.0
20898,0.061939858,4.0
45438,-0.016389823,-1.0
54395,-0.09093833,-6.0
48998,-0.015575618,-1.0
74200,-0.03374768,-2.0
64342,0.016475104,1.0
33239,-0.16221796,-10.0
860,0.04348218,3.0
99969,-0.016510474,-1.0
70980,0.062273044,4.0
87325,-0.018753458,-1.0
18029,0.007336459,0.0
46429,-0.21310277,-14.0
57237,0.021114888,1.0
36329,0.39241195,25.0
65256,0.13906096,9.0
88245,0.05795085,4.0
68775,0.09538278,6.0
31080,0.067146644,4.0
76935,-0.21020506,-13.0
71214,0.12639129,8.0
3950,-0.019441333,-1.0
96024,0.12206857,8.0
99591,0.031114716,2.0
87603,-0.043548074,-3.0
54470,0.095250264,6.0
27415,0.012185055,1.0
167,-0.019007875,-1.0
70056,0.029835112,2.0
42548,0.2815604,18.0
33814,0.030975688,2.0
67669,-0.083083965,-5.0
54736,0.18111405,12.0
45988,-0.016174756,-1.0
52019,-0.07366969,-5.0
5187,-0.18207023,-12.0
62604,0.013814339,1.0
45938,0.12976928,8.0
16555,-0.103041604,-7.0
76379,0.06330926,4.0
72741,-0.017550698,-1.0
33082,0.1996127,13.0
67541,-0.007738424,-0.0
43296,0.040768337,3.0
1547,-0.23729113,-15.0
96939,-0.17935158,-11.0
13736,0.10972652,7.0
44041,0.07485583,5.0
89943,0.07839414,5.0
77666,-0.010363208,-1.0
57209,-0.022232734,-1.0
45647,-0.042260133,-3.0
25761,0.009297086,1.0
66768,0.09152839,6.0
96851,0.0015495016,0.0
9779,-0.099456236,-6.0
66719,0.021840516,1.0
90074,0.176994,11.0
82761,0.1868912,12.0
57656,-0.012734793,-1.0
18200,0.01573239,1.0
44998,-0.050724078,-3.0
89996,-0.0061788424,-0.0
89592,0.12517805,8.0
59314,-0.048280038,-3.0
2213,0.0025397837,0.0
42683,-0.15481406,-10.0
53892,-0.031188065,-2.0
56675,0.117961496,8.0
24752,0.019828081,1.0
11052,-0.13193174,-8.0
83693,-0.07078343,-5.0
81284,-0.016721752,-1.0
75725,0.07138711,5.0
33340,0.072387375,5.0
13737,0.02229778,1.0
15355,-0.033881053,-2.0
86704,0.09173733,6.0
39389,-0.12604488,-8.0
61355,0.083712906,5.0
92300,-0.16716635,-11.0
53789,-0.15400451,-10.0
85134,0.027296819,2.0
52151,0.032002952,2.0
94270,-0.0020641466,-0.0
57441,0.2091928,13.0
24473,0.00495815,0.0
73799,0.027637705,2.0
64270,-0.073140785,-5.0
82863,0.00575145,0.0
71388,-0.089687675,-6.0
84244,-0.0016377155,-0.0
19849,0.14032888,9.0
23136,0.079822384,5.0
31638,0.0906429,6.0
43686,0.13430944,9.0
21891,0.15023798,10.0
91414,-0.2028666,-13.0
1521,0.0025958256,0.0
49292,0.20731898,13.0
52345,0.09194627,6.0
33674,0.39360523,25.0
13435,-0.054778565,-4.0
60917,0.25028864,16.0
563,0.01272509,1.0
82501,-0.1564733,-10.0
69587,0.0327043,2.0
93779,0.17557308,11.0
40418,0.15721722,10.0
6191,0.002956333,0.0
42526,-0.19467928,-12.0
17275,0.006732004,0.0
20185,-0.07437336,-5.0
8448,-0.18841739,-12.0
93005,-0.104574256,-7.0
66425,-0.031124499,-2.0
9932,0.12863666,8.0
65206,0.19660296,13.0
19554,0.43630594,28.0
93182,0.094548926,6.0
9587,-0.16145569,-10.0
86432,-0.2581808,-17.0
32179,-0.093923345,-6.0
91064,-0.27564752,-18.0
24866,0.19687022,13.0
70977,-0.02176539,-1.0
3136,0.03321724,2.0
11150,-0.060512174,-4.0
84471,0.0146630835,1.0
88626,-0.0064475476,-0.0
57211,-0.027679862,-2.0
41359,0.10052947,6.0
98942,0.024299124,2.0
83637,0.17277068,11.0
63953,0.12515959,8.0
45601,0.09462362,6.0
77213,0.10030076,6.0
46413,-0.035417654,-2.0
37564,-0.24975334,-16.0
64349,0.035162006,2.0
4041,0.021409832,1.0
42518,0.2689162,17.0
81835,-0.01213703,-1.0
87279,0.02446936,2.0
86136,0.10812664,7.0
52152,0.078679405,5.0
12638,0.068140015,4.0
84725,-0.02787227,-2.0
43921,-0.035228208,-2.0
661,-0.010346481,-1.0
46129,0.08743049,6.0
50942,-0.10153744,-6.0
96472,0.22599812,14.0
56145,-0.1150136,-7.0
3347,0.20877454,13.0
88985,0.0095419735,1.0
84373,0.011547668,1.0
68323,-0.21014811,-13.0
5161,-0.2606317,-17.0
73779,0.01115687,1.0
17854,-0.29044336,-19.0
81642,-0.00010729897,-0.0
82972,-0.20253152,-13.0
49078,0.027387436,2.0
15562,-0.00027410535,-0.0
38048,-0.25195807,-16.0
46123,-0.11682264,-7.0
72808,-0.19774137,-13.0
4498,0.008822155,1.0
83301,0.037442405,2.0
77031,-0.19220196,-12.0
71134,0.11750241,8.0
24789,0.007363035,0.0
59882,-0.05133553,-3.0
198,0.011985187,1.0
52940,-0.05569391,-4.0
97498,-0.0040803724,-0.0
99132,-0.024203684,-2.0
65429,0.02531129,2.0
62868,0.038388703,2.0
68013,0.009849688,1.0
60498,0.072423846,5.0
7252,-0.0131713925,-1.0
93655,-0.33084452,-21.0
51012,-0.03555431,-2.0
75518,0.09410298,6.0
46620,0.08790048,6.0
35057,0.036127932,2.0
22682,-0.034667037,-2.0
44840,0.112232916,7.0
44825,-0.0026014117,-0.0
57635,-0.056218367,-4.0
55081,-0.12228176,-8.0
65045,-0.018087307,-1.0
71520,-0.15671755,-10.0
90787,0.14439099,9.0
74943,-0.023266807,-1.0
88243,0.066110164,4.0
80970,-0.1850966,-12.0
31563,0.100089096,6.0
21942,-0.10736245,-7.0
71623,0.08697185,6.0
17359,-0.011999373,-1.0
23518,-0.021406183,-1.0
73594,-0.0011930041,-0.0
21488,-0.073169254,-5.0
57710,-0.07914439,-5.0
45781,-0.20091084,-13.0
17963,0.049637035,3.0
97204,-0.101374574,-6.0
49121,-0.20306243,-13.0
90053,0.18623495,12.0
64360,0.026004042,2.0
18530,-0.11972309,-8.0
17067,0.19721597,13.0
72680,-0.19775295,-13.0
85551,0.12884241,8.0
42105,-0.14975224,-10.0
27462,0.007882323,1.0
5309,0.003432661,0.0
71094,0.2272829,15.0
31279,0.052482516,3.0
38528,0.014230431,1.0
74805,0.26758072,17.0
33457,0.2970736,19.0
29888,0.018265367,1.0
51183,0.14703818,9.0
26274,0.20377308,13.0
53110,-0.0014927974,-0.0
97255,0.020280642,1.0
94120,-0.19619669,-13.0
62881,0.1293111,8.0
6593,-0.11252086,-7.0
53435,-0.12273432,-8.0
31982,-0.11585405,-7.0
72581,0.14384179,9.0
50292,-0.115694635,-7.0
56366,-0.0778403,-5.0
86128,0.006131888,0.0
87169,0.32733643,21.0
8622,-0.032368626,-2.0
58636,-0.10688399,-7.0
89432,0.020201905,1.0
68068,0.018296052,1.0
4519,0.013235807,1.0
31574,0.1501228,10.0
79189,0.03138709,2.0
95925,-0.14731912,-9.0
49046,-0.08077053,-5.0
41105,-0.080483645,-5.0
90352,-0.12385583,-8.0
73989,0.0031534038,0.0
48533,0.0077151214,0.0
43257,-0.0848593,-5.0
59323,-0.40207204,-26.0
32191,-0.080582656,-5.0
70621,-0.032949187,-2.0
20088,-0.23977658,-15.0
34640,0.016118,1.0
59671,-0.05462404,-3.0
69984,-0.13201405,-8.0
22019,0.17566597,11.0
22547,-0.09274269,-6.0
70956,-0.1331709,-9.0
95837,0.1774151,11.0
99926,0.032414425,2.0
32935,0.03280588,2.0
10883,-0.08125286,-5.0
4045,0.010294783,1.0
34393,0.012903358,1.0
42443,-0.2965927,-19.0
36841,0.08125781,5.0
14931,-0.058588922,-4.0
24943,0.077098735,5.0
42788,0.16009434,10.0
100198,-0.05384846,-3.0
98197,-0.0070316247,-0.0
6757,-0.08473295,-5.0
34044,-0.005393298,-0.0
21797,-0.044105615,-3.0
70412,-0.2437751,-16.0
36094,-0.00383971,-0.0
67337,-0.033847366,-2.0
61668,-0.6544663,-42.0
12258,-0.012307239,-1.0
77019,-0.038853794,-2.0
33426,-0.12365414,-8.0
40245,-0.08863581,-6.0
58551,0.04546819,3.0
81953,-0.15604757,-10.0
34557,-0.06689117,-4.0
10022,-0.07526816,-5.0
64220,0.13449319,9.0
68678,0.007614826,0.0
75065,0.067792006,4.0
97665,0.017120251,1.0
84090,0.008992635,1.0
94306,0.25915062,17.0
86175,-0.15272593,-10.0
1865,-0.08786596,-6.0
58971,-0.07622636,-5.0
6629,-0.037970904,-2.0
60177,-0.13475913,-9.0
57905,-0.006837692,-0.0
56240,-0.06408473,-4.0
99741,-0.2953899,-19.0
29149,0.0070972657,0.0
13344,-0.016343046,-1.0
91758,-0.012221137,-1.0
16757,0.02768193,2.0
82477,-0.03507246,-2.0
49549,0.065340415,4.0
62632,-0.07348741,-5.0
61235,-0.029893996,-2.0
63042,-0.11600535,-7.0
44299,-0.06812441,-4.0
83697,0.003949773,0.0
38188,-0.1418931,-9.0
56187,-0.060716536,-4.0
21380,-0.003906782,-0.0
68066,0.14460924,9.0
46181,0.040340956,3.0
36867,-0.013068459,-1.0
67340,-0.007897271,-1.0
8488,-0.23259974,-15.0
25321,0.143733,9.0
42168,-0.08294764,-5.0
97390,-0.013391935,-1.0
80,-0.026684506,-2.0
30408,-0.020688368,-1.0
97407,0.025413966,2.0
73163,-0.02567068,-2.0
6969,-0.10440891,-7.0
58268,-0.049884975,-3.0
21770,-0.06822168,-4.0
21789,0.35725507,23.0
67000,-0.119657464,-8.0
3229,0.34161207,22.0
22721,0.1380402,9.0
21638,-0.12524718,-8.0
22897,-0.3337853,-21.0
15410,0.035459377,2.0
30971,-0.12001561,-8.0
75113,-0.029604075,-2.0
20523,0.03312515,2.0
74296,-0.03211579,-2.0
56017,-0.09731186,-6.0
60411,-0.041360352,-3.0
95016,0.010679554,1.0
57594,-0.04910511,-3.0
50646,-0.035920855,-2.0
466,0.001148259,0.0
91358,-0.06470639,-4.0
66811,0.17474979,11.0
53893,-0.060779195,-4.0
73800,-0.032053784,-2.0
57616,-0.07877716,-5.0
74195,-0.022533188,-1.0
78796,-0.050536416,-3.0
26863,0.0060963253,0.0
61135,-0.092464626,-6.0
34229,-0.011474467,-1.0
100298,-0.031761296,-2.0
88549,0.20239174,13.0
80786,0.068156436,4.0
62292,0.05837967,4.0
43826,-0.11650344,-7.0
96448,0.029553363,2.0
63480,-0.009063891,-1.0
62580,0.0071654706,0.0
99210,0.005352915,0.0
94723,-0.00617221,-0.0
13418,0.07179079,5.0
86612,0.05704789,4.0
41798,-0.0723473,-5.0
49463,-0.05743808,-4.0
38141,0.12544285,8.0
72427,0.10612885,7.0
78068,-0.043469485,-3.0
43909,0.005327553,0.0
16731,-0.050935827,-3.0
78083,0.09537706,6.0
46352,-0.3502485,-22.0
99522,-0.010806684,-1.0
98554,-0.07572724,-5.0
64918,0.0034019416,0.0
88968,-0.026120815,-2.0
13891,0.03396305,2.0
24931,0.050398454,3.0
72625,0.011010142,1.0
26223,0.10968908,7.0
60547,-0.06933857,-4.0
62156,0.06478304,4.0
77415,0.014247798,1.0
32478,0.18284576,12.0
74913,0.21514276,14.0
15169,0.047587946,3.0
28938,0.04785896,3.0
24027,-0.13966347,-9.0
88154,-0.090152316,-6.0
49647,-0.008941911,-1.0
69867,-0.12872551,-8.0
74505,-0.013814356,-1.0
20782,-0.02142543,-1.0
68393,-0.026776144,-2.0
41469,-0.010532925,-1.0
32483,-0.22190408,-14.0
29964,-0.010555106,-1.0
34283,-0.00803939,-1.0
17495,-0.080706984,-5.0
18593,-0.026563803,-2.0
56171,0.10468737,7.0
100207,0.17704453,11.0
3535,-0.048052162,-3.0
28766,-0.20181175,-13.0
96391,0.0063357083,0.0
99260,0.009519505,1.0
73946,-0.014997304,-1.0
51101,0.032603767,2.0
83808,0.17848344,11.0
47025,-0.052195907,-3.0
35136,0.19006428,12.0
67099,-0.038968798,-2.0
20699,-0.019890422,-1.0
26710,0.02501888,2.0
41808,-0.053388763,-3.0
36655,-0.3353852,-21.0
10384,0.04011826,3.0
15756,-0.15341866,-10.0
93456,0.18110728,12.0
4189,-0.03545496,-2.0
39131,0.08055122,5.0
49743,0.047474477,3.0
49419,-0.003388737,-0.0
75450,-0.16759191,-11.0
29772,-0.02463599,-2.0
3539,-0.18869898,-12.0
56377,0.15470794,10.0
65083,-0.014725698,-1.0
83581,0.2596848,17.0
94452,-0.42512083,-27.0
27236,-0.03144106,-2.0
13096,0.030102445,2.0
40577,0.05028133,3.0
29499,-0.0032306085,-0.0
72024,-0.16471218,-11.0
65136,0.029325929,2.0
47668,0.05987656,4.0
84584,-0.004649639,-0.0
60196,0.1663278,11.0
92159,0.13158706,8.0
91636,-0.06974224,-4.0
7830,0.06746869,4.0
47647,-0.096329086,-6.0
78629,-0.052359026,-3.0
90642,-0.34441397,-22.0
4507,-0.0061541502,-0.0
33132,0.052275423,3.0
48638,-0.019102056,-1.0
39608,0.103753634,7.0
73667,0.026051898,2.0
76518,-0.1344231,-9.0
43181,-0.032365188,-2.0
25482,-0.033843387,-2.0
19607,-0.0069683497,-0.0
48807,-0.05804232,-4.0
30570,-0.026037464,-2.0
27004,0.01958108,1.0
11868,0.009382155,1.0
36348,0.049239308,3.0
30382,0.02062864,1.0
6995,0.2895602,19.0
78962,0.09323048,6.0
47043,-0.017421884,-1.0
45513,-0.07883843,-5.0
80069,-0.022352269,-1.0
55272,0.056353733,4.0
34781,0.03945233,3.0
66431,-0.026504204,-2.0
37533,-0.12469775,-8.0
80599,0.05516023,4.0
70818,-0.08496661,-5.0
674,-0.012228293,-1.0
94502,-0.18889251,-12.0
58211,-0.13406312,-9.0
29481,-0.038874805,-2.0
61399,-0.00025555797,-0.0
85011,0.08310438,5.0
14272,-0.3334002,-21.0
77122,0.04915551,3.0
70552,-0.008349382,-1.0
38473,-0.025187442,-2.0
32492,0.17649683,11.0
20659,-0.15054607,-10.0
96406,0.014269489,1.0
64919,0.03947163,3.0
75167,-0.10852996,-7.0
13022,0.10936226,7.0
25157,0.012361032,1.0
37361,0.10320608,7.0
17348,0.029996842,2.0
1607,0.1488989,10.0
40427,0.0040570754,0.0
60272,0.031447224,2.0
88064,-0.027215736,-2.0
34081,0.013037713,1.0
27600,-0.0970127,-6.0
4171,-0.023445936,-2.0
87245,-0.13210349,-8.0
29036,0.0045712083,0.0
81727,0.049578924,3.0
6548,0.12821576,8.0
68817,0.0335322,2.0
59110,0.04116993,3.0
34574,-0.13810089,-9.0
7147,-0.0065893107,-0.0
44368,0.09497656,6.0
49320,0.16263819,10.0
60345,-0.06524595,-4.0
30473,0.023562824,2.0
52098,-0.0601223,-4.0
6556,-0.043989647,-3.0
11594,-0.006698372,-0.0
15146,-0.008694153,-1.0
37611,0.006892531,0.0
70082,0.20833477,13.0
37424,0.061443463,4.0
37522,0.06755858,4.0
12985,-0.112969086,-7.0
49096,-0.12198977,-8.0
28992,-0.010440326,-1.0
13389,-0.11206427,-7.0
95112,0.31970152,20.0
50050,0.10573649,7.0
66836,-0.011222414,-1.0
84728,0.027922709,2.0
53520,0.18456508,12.0
11697,0.059102982,4.0
18194,0.09940207,6.0
49501,0.012135391,1.0
74705,-0.13685699,-9.0
69595,0.18872887,12.0
83502,0.12898125,8.0
12478,0.1488492,10.0
205,-0.014316849,-1.0
2939,-0.007823821,-1.0
85898,0.07086352,5.0
43157,0.019183524,1.0
99894,-0.12622759,-8.0
59750,-0.061664466,-4.0
68749,0.22207691,14.0
18620,0.14615881,9.0
10514,0.11363825,7.0
11595,0.023002276,1.0
34388,0.020799752,1.0
44724,0.09007196,6.0
32903,-0.010552828,-1.0
80099,-0.043064855,-3.0
10015,0.019580474,1.0
74185,0.0038624213,0.0
48293,0.10807791,7.0
75744,0.15665345,10.0
76513,-0.23880483,-15.0
76134,0.08133975,5.0
72082,-0.14034255,-9.0
86783,0.0058261775,0.0
73307,0.00518821,0.0
72451,-0.004443261,-0.0
45756,0.111910276,7.0
13299,-0.02251159,-1.0
1692,0.18653105,12.0
99690,-0.3159021,-20.0
29041,0.02746239,2.0
48765,0.031331435,2.0
42647,0.0015538571,0.0
55371,-0.008477588,-1.0
97123,-0.044564303,-3.0
64496,-0.004425086,-0.0
783,-0.02170461,-1.0
81620,0.02658862,2.0
13707,0.20490469,13.0
75811,0.053851534,3.0
57140,0.08314396,5.0
24875,-0.018006345,-1.0
928,0.0043372465,0.0
85461,-0.013096006,-1.0
82241,-0.07149111,-5.0
93904,0.116509415,7.0
53838,0.017329779,1.0
31652,0.0992419,6.0
44959,-0.023221394,-1.0
6958,0.042168684,3.0
14205,0.06346253,4.0
33314,0.21797244,14.0
93541,0.023112621,1.0
65672,-0.101693794,-7.0
1588,0.0079869805,1.0
55903,0.011748473,1.0
30886,0.0013862911,0.0
41091,-0.28433767,-18.0
22359,-0.018449532,-1.0
73822,0.0016574094,0.0
44341,-0.04680379,-3.0
98807,0.0043426626,0.0
24630,-0.08608496,-6.0
53100,0.0004931593,0.0
24688,0.057234205,4.0
86419,0.035584133,2.0
64777,-0.06587847,-4.0
28235,0.008577607,1.0
58489,-0.16995445,-11.0
73580,-0.022184117,-1.0
68459,-0.18147086,-12.0
45517,-0.22915852,-15.0
32461,0.066587195,4.0
63419,0.0110799335,1.0
81787,-0.056123387,-4.0
55208,-0.19059071,-12.0
85781,0.04521587,3.0
86513,-0.18039306,-12.0
97819,-0.0044799955,-0.0
14646,0.0039017769,0.0
94375,-0.09831816,-6.0
51621,0.037137732,2.0
55843,0.04935982,3.0
66469,0.029122422,2.0
66791,0.047969792,3.0
76947,-0.14335932,-9.0
23492,-0.027256805,-2.0
6955,0.05751586,4.0
88128,-0.32302734,-21.0
87133,-0.039424405,-3.0
31486,0.017366026,1.0
79853,-0.04551941,-3.0
33758,0.011457125,1.0
28455,0.14396453,9.0
97850,-0.021015791,-1.0
43453,0.07744743,5.0
17809,-0.031073987,-2.0
62622,-0.09632665,-6.0
170,0.023631914,2.0
27244,-0.028608212,-2.0
15984,0.22951782,15.0
55088,0.0126141375,1.0
13870,-0.10145684,-6.0
34973,-0.13091898,-8.0
89892,-0.40139285,-26.0
92265,-0.09470782,-6.0
80324,-0.03575447,-2.0
53019,-0.008989827,-1.0
36647,-0.009378192,-1.0
24086,-0.062916696,-4.0
48905,-0.10468328,-7.0
77809,-0.0456054,-3.0
76062,-0.006378138,-0.0
45636,0.07491001,5.0
75658,0.05243247,3.0
49275,-0.06886844,-4.0
21962,-0.03349098,-2.0
75841,0.07673008,5.0
4024,-0.01793807,-1.0
68572,0.03281478,2.0
76472,-0.20686467,-13.0
29066,-0.014158343,-1.0
13722,-0.07252876,-5.0
31284,0.035792917,2.0
7736,-0.013127372,-1.0
94783,0.22039407,14.0
10474,0.025187366,2.0
17216,0.0006429979,0.0
49077,-0.13723713,-9.0
38829,-0.11512835,-7.0
48298,0.37817314,24.0
59483,0.20182094,13.0
82313,0.008166993,1.0
86877,0.14520179,9.0
77637,0.017372668,1.0
77619,0.0005577931,0.0
85188,-0.14809015,-9.0
82220,-0.012872896,-1.0
35481,0.023242058,1.0
16846,-0.027324086,-2.0
90984,0.00027445165,0.0
39429,-0.053332474,-3.0
9635,0.25435668,16.0
88781,-0.02427811,-2.0
92426,-0.060044702,-4.0
31047,-0.0008512592,-0.0
40549,0.085964516,6.0
46553,-0.19143961,-12.0
67876,-0.08411864,-5.0
68970,-0.010207026,-1.0
93637,-0.0860984,-6.0
51663,-0.009996181,-1.0
62566,0.030889895,2.0
70133,-0.001968048,-0.0
94664,0.041413665,3.0
71332,-0.0038649957,-0.0
48401,0.18524814,12.0
2163,-0.17690866,-11.0
22719,0.038287304,2.0
37529,0.057124667,4.0
88532,0.18580309,12.0
82167,-0.014604104,-1.0
43857,-0.052956685,-3.0
39882,0.10581599,7.0
51084,-0.018895937,-1.0
5105,-0.054496113,-3.0
47550,0.021139644,1.0
7501,-0.07413961,-5.0
74271,-0.021280393,-1.0
91191,-0.12938291,-8.0
90822,-0.015508045,-1.0
74538,-0.009732655,-1.0
93196,0.057427917,4.0
18951,-0.08958527,-6.0
59221,-0.031785384,-2.0
51284,-0.14701207,-9.0
11792,0.03272497,2.0
87199,0.24634114,16.0
6866,-0.07082418,-5.0
20186,-0.042532872,-3.0
10311,0.06852757,4.0
61984,-0.16185218,-10.0
75478,-0.2341182,-15.0
57131,0.12473319,8.0
53271,-0.016576506,-1.0
29504,-0.06544994,-4.0
72611,0.15621911,10.0
26333,0.14779477,9.0
22409,-0.08277274,-5.0
72322,0.16000989,10.0
97942,0.030911528,2.0
90160,0.014711482,1.0
22250,0.04524655,3.0
27794,-0.21770497,-14.0
60318,0.10147383,6.0
49215,0.18367343,12.0
16626,0.1608352,10.0
1169,0.02586357,2.0
38228,-0.08217703,-5.0
80544,-0.002534706,-0.0
93795,0.0883417,6.0
76724,-0.22976069,-15.0
69003,0.022019723,1.0
41162,-0.016100284,-1.0
21284,0.1242413,8.0
80175,-0.13493027,-9.0
99444,0.027976,2.0
77393,-0.034788787,-2.0
82893,0.056027874,4.0
11836,0.03576451,2.0
62050,0.09756103,6.0
72656,-0.237779,-15.0
3590,0.02780286,2.0
28128,-0.34562495,-22.0
19072,0.10981,7.0
67216,-0.07496026,-5.0
67960,0.064071804,4.0
63714,0.0980397,6.0
65486,-0.23281302,-15.0
94925,-0.07003886,-4.0
84673,-0.008713267,-1.0
22725,0.1880382,12.0
24468,0.06989358,4.0
51296,0.0012817511,0.0
77798,0.03572613,2.0
72058,-0.02423005,-2.0
20836,0.17010032,11.0
64704,0.19800866,13.0
74550,0.344267,22.0
76919,-0.1370873,-9.0
58445,0.013646889,1.0
51965,-0.13472077,-9.0
100151,0.18825871,12.0
26719,-0.024395688,-2.0
21070,-0.6796671,-43.0
35933,-0.036323432,-2.0
19451,0.112711124,7.0
326,-0.026532061,-2.0
66035,0.004875779,0.0
32183,-0.050818637,-3.0
19483,-0.17267925,-11.0
37462,0.087299496,6.0
24327,0.0008814463,0.0
13536,0.12644222,8.0
76003,0.096354395,6.0
38470,0.0051937955,0.0
57329,0.29874673,19.0
80992,-0.023413584,-1.0
56225,-0.09527914,-6.0
87803,0.08929258,6.0
26321,-0.082738325,-5.0
24184,-0.18427141,-12.0
26046,-0.054362148,-3.0
42295,0.0024970125,0.0
6485,0.09882159,6.0
62612,0.3183388,20.0
71098,0.17689766,11.0
31837,0.22327645,14.0
98797,0.0057385736,0.0
72921,-0.012106309,-1.0
28525,0.004218049,0.0
68415,-0.03962609,-3.0
97493,0.015284871,1.0
79719,-0.1384295,-9.0
62113,0.0048307786,0.0
3914,0.10372841,7.0
93852,0.062184826,4.0
28804,-0.11169116,-7.0
87455,-0.0075366674,-0.0
71837,-0.075215586,-5.0
88527,0.29343843,19.0
69829,-0.010041608,-1.0
57276,-0.053746667,-3.0
4963,0.05065121,3.0
99883,0.18728256,12.0
23405,-0.12428366,-8.0
85452,0.013383347,1.0
38941,0.15028542,10.0
68313,0.018489985,1.0
87796,0.16426891,11.0
83618,0.1756165,11.0
14576,-0.0558703,-4.0
9418,0.012349347,1.0
7509,0.020057103,1.0
79942,0.018095069,1.0
75138,0.011583315,1.0
82437,-0.038850833,-2.0
22836,-0.1646696,-11.0
21061,-0.057475198,-4.0
46487,0.01003215,1.0
72226,-0.48885682,-31.0
4432,0.008912401,1.0
92337,-0.1696654,-11.0
95794,-0.0459307,-3.0
34270,-0.034875996,-2.0
3743,-0.019460384,-1.0
29142,-0.17725459,-11.0
59827,-0.023724122,-2.0
66292,0.019310735,1.0
52431,0.18161924,12.0
98892,0.025226794,2.0
69551,0.11958765,8.0
96700,-0.09801972,-6.0
80881,-0.07629463,-5.0
47935,0.008727789,1.0
73249,-0.000598222,-0.0
4632,0.017893102,1.0
98975,0.010746071,1.0
35419,-0.039599482,-3.0
26666,0.031651042,2.0
26787,0.046206478,3.0
42301,0.306449,20.0
88479,-0.029073197,-2.0
52983,0.00024633785,0.0
16189,0.02224433,1.0
6564,-0.09645169,-6.0
67219,0.013714491,1.0
64846,-0.07384941,-5.0
39478,0.09756931,6.0
12370,0.27346784,18.0
73434,-0.027177123,-2.0
45933,-0.01121888,-1.0
74598,0.011092065,1.0
72818,0.00062801683,0.0
72119,0.0010632387,0.0
64249,0.0129548535,1.0
63407,0.17341034,11.0
62809,-0.050856072,-3.0
57592,-0.027191337,-2.0
56147,-0.06750799,-4.0
85864,-0.00957453,-1.0
2052,-0.023789586,-2.0
38963,0.0027820573,0.0
31137,0.0046845307,0.0
92738,-0.067295216,-4.0
49766,-0.20617065,-13.0
5418,-0.015787087,-1.0
10580,0.12883507,8.0
4833,0.02879345,2.0
97352,-0.035640944,-2.0
19275,-0.051856946,-3.0
95786,-0.016005008,-1.0
36912,0.08529714,5.0
33274,-0.050267108,-3.0
96858,-0.11048319,-7.0
80639,0.03334911,2.0
96216,0.049267262,3.0
6786,0.042969935,3.0
75298,0.10375219,7.0
63667,-0.21411107,-14.0
44025,-0.08524556,-5.0
22232,0.048780497,3.0
82292,0.02224383,1.0
2223,-0.13159147,-8.0
96808,0.062221557,4.0
71315,-0.011069468,-1.0
76651,-0.088179685,-6.0
64357,0.053554866,3.0
31038,-0.21674146,-14.0
31759,0.045708053,3.0
39641,-0.3096442,-20.0
89315,0.003691198,0.0
64068,0.14567225,9.0
44531,-0.08311435,-5.0
63607,-0.027302,-2.0
16804,-0.12798272,-8.0
30305,-0.026714185,-2.0
37063,-0.16067009,-10.0
82678,0.20189789,13.0
72092,-0.06155583,-4.0
36792,0.003899881,0.0
32895,-0.04524818,-3.0
84252,-0.01125529,-1.0
8943,-0.12343009,-8.0
55545,0.1224745,8.0
26771,0.015853066,1.0
71848,0.05193274,3.0
76933,-0.094877504,-6.0
1388,0.18424948,12.0
76235,-0.027055332,-2.0
92381,0.08602064,6.0
35453,-0.2557628,-16.0
30714,0.15638418,10.0
14096,-0.10634646,-7.0
39488,0.14971787,10.0
93913,0.009812503,1.0
59533,0.17458169,11.0
52442,0.074750744,5.0
28483,0.05741234,4.0
64660,0.29736707,19.0
64882,-0.08213131,-5.0
47158,0.10394067,7.0
35085,-0.037650123,-2.0
8491,0.014070993,1.0
80885,-0.2066803,-13.0
47107,-0.02928417,-2.0
15554,-0.08695374,-6.0
1511,0.029640421,2.0
71369,-0.028542392,-2.0
76192,-0.21491824,-14.0
21241,-0.029169941,-2.0
40125,-0.023409875,-1.0
30924,-0.03879803,-2.0
18623,0.19005494,12.0
27031,-0.015526572,-1.0
51939,0.030639157,2.0
84123,0.016437337,1.0
74464,-0.008284888,-1.0
43501,0.122767724,8.0
