time,ch1,ch2,ch3,ch4,ch5,ch1_Spike,ch2_Spike,ch3_Spike,ch4_Spike,ch5_Spike
0.114296,0.016094,-0.020474,0.020359,-0.00616,-0.019523,0,0,0,0,0
0.114298,0.016741,-0.01918,0.018418,-0.00713,-0.017581,0,0,0,0,0
0.1143,0.017712,-0.019827,0.016801,-0.007453,-0.015316,0,0,0,0,0
0.114302,0.017712,-0.020474,0.015831,-0.006807,-0.01208,0,0,0,0,0
0.1143039999999999,0.017065,-0.020798,0.015184,-0.005836,-0.00852,0,0,0,0,0
0.1143059999999999,0.016094,-0.021122,0.01486,-0.00422,-0.003989,0,0,0,0,0
0.1143079999999999,0.0148,-0.019827,0.014537,-0.001956,0.000865,0,0,0,0,0
0.11431,0.013506,-0.017562,0.01389,-1.5452e-05,0.005395,0,0,0,0,0
0.114312,0.013506,-0.013355,0.013243,0.000955,0.009279,0,0,0,0,0
0.114314,0.013182,-0.009149,0.012273,0.001925,0.011868,0,0,0,0,0
0.114316,0.013829,-0.006237,0.011302,0.001925,0.013486,0,0,0,0,0
0.1143179999999999,0.014476,-0.003648,0.010655,0.001601,0.014457,0,0,0,0,0
0.1143199999999999,0.015447,-0.001706,0.010008,0.001278,0.015427,0,0,0,0,0
0.114322,0.01577,-0.000412,0.009038,0.001278,0.017369,0,0,0,0,0
0.114324,0.016418,-0.000736,0.008068,0.001278,0.019311,0,0,0,0,0
0.114326,0.016094,-8.8422e-05,0.007744,0.001925,0.022223,0,0,0,0,0
0.114328,0.01577,0.001206,0.007097,0.002572,0.024812,0,0,0,0,0
0.11433,0.016418,0.004118,0.00645,0.003218,0.027725,0,0,0,0,0
0.1143319999999999,0.017388,0.005736,0.00548,0.003865,0.030314,0,0,0,0,0
0.1143339999999999,0.018682,0.008648,0.004833,0.004189,0.031932,0,0,0,0,0
0.114336,0.020624,0.011237,0.00451,0.004189,0.03355,0,0,0,0,0
0.114338,0.021594,0.011237,0.003863,0.003865,0.034844,0,0,0,0,0
0.11434,0.022888,0.012208,0.002892,0.004512,0.036786,0,0,0,0,0
0.114342,0.023535,0.013502,0.001922,0.004835,0.038728,0,0,0,0,0
0.114344,0.023859,0.016414,0.000952,0.005482,0.040669,0,0,0,0,0
0.1143459999999999,0.024183,0.019974,-0.000666,0.005482,0.042935,0,0,0,0,0
0.1143479999999999,0.023859,0.024181,-0.00196,0.006129,0.044229,0,0,0,0,0
0.11435,0.024506,0.028387,-0.003577,0.006129,0.044876,0,0,0,0,0
0.114352,0.026124,0.03227,-0.005194,0.005482,0.044876,0,0,0,0,0
0.114354,0.027418,0.035506,-0.005841,0.005159,0.044553,0,0,0,0,0
0.114356,0.029359,0.037448,-0.007458,0.004512,0.044229,0,0,0,0,0
0.114358,0.030977,0.038418,-0.008429,0.003542,0.043905,0,0,0,0,0
0.1143599999999999,0.032271,0.038742,-0.009076,0.003218,0.043258,0,0,0,0,0
0.1143619999999999,0.033242,0.038095,-0.010046,0.002248,0.043582,0,0,0,0,0
0.114364,0.033889,0.036477,-0.01037,0.001925,0.043582,0,0,0,0,0
0.114366,0.033889,0.034535,-0.011016,0.001925,0.044229,0,0,0,0,0
0.114368,0.034212,0.033241,-0.011663,0.001601,0.044876,0,0,0,0,0
0.11437,0.034536,0.031299,-0.011987,0.001925,0.046171,0,0,0,0,0
0.114372,0.035183,0.030976,-0.012634,0.002572,0.046818,0,0,0,0,0
0.1143739999999999,0.03583,0.030329,-0.012957,0.002572,0.047142,0,0,0,0,0
0.1143759999999999,0.036801,0.029681,-0.013928,0.002895,0.048112,0,0,0,0,0
0.114378,0.038095,0.028711,-0.014251,0.002895,0.048436,0,0,0,0,0
0.11438,0.039389,0.026769,-0.014898,0.003218,0.049083,0,0,0,0,0
0.114382,0.040036,0.022886,-0.015221,0.003542,0.049731,0,0,0,0,0
0.114384,0.04036,0.018356,-0.014898,0.004189,0.050701,0,0,0,0,0
0.114386,0.039066,0.013826,-0.015221,0.004835,0.051672,0,0,0,0,0
0.1143879999999999,0.037771,0.008972,-0.014898,0.006129,0.05329,0,0,0,0,0
0.1143899999999999,0.037448,0.005089,-0.015221,0.007423,0.053937,0,0,0,0,0
0.114392,0.036154,0.002824,-0.014898,0.008393,0.054261,0,0,0,0,0
0.114394,0.036154,0.000235,-0.013928,0.009363,0.053937,0,0,0,0,0
0.114396,0.03583,-0.000412,-0.013281,0.01001,0.052319,0,0,0,0,0
0.114398,0.036477,-0.003324,-0.012634,0.010656,0.051349,0,0,0,0,0
0.1144,0.036801,-0.005589,-0.011663,0.01098,0.049731,0,0,0,0,0
0.1144019999999999,0.037124,-0.009149,-0.01037,0.011303,0.048436,0,0,0,0,0
0.1144039999999999,0.037124,-0.013032,-0.010046,0.011627,0.048436,0,0,0,0,0
0.114406,0.036801,-0.016268,-0.009723,0.012273,0.048436,0,0,0,0,0
0.114408,0.036154,-0.018856,-0.009399,0.013567,0.049731,0,0,0,0,0
0.11441,0.03486,-0.019827,-0.008752,0.015507,0.051349,0,0,0,0,0
0.114412,0.034212,-0.020151,-0.008105,0.016801,0.051996,0,0,0,0,0
0.1144139999999999,0.034536,-0.01918,-0.007458,0.018094,0.052319,0,0,0,0,0
0.1144159999999999,0.035183,-0.016591,-0.006488,0.019065,0.052643,0,0,0,0,0
0.1144179999999999,0.036154,-0.01465,-0.005841,0.020035,0.051672,0,0,0,0,0
0.11442,0.037448,-0.014003,-0.005194,0.020358,0.051672,0,0,0,0,0
0.114422,0.038095,-0.013355,-0.005194,0.021328,0.051996,0,0,0,0,0
0.114424,0.038095,-0.013032,-0.005194,0.022298,0.052643,0,0,0,0,0
0.114426,0.037124,-0.013032,-0.006165,0.023592,0.054261,0,0,0,0,0
0.1144279999999999,0.036154,-0.012061,-0.006812,0.024886,0.05685,0,0,0,0,0
0.1144299999999999,0.03486,-0.009796,-0.007782,0.026179,0.058792,0,0,0,0,0
0.1144319999999999,0.033242,-0.00656,-0.009076,0.027796,0.061057,0,0,0,0,0
0.114434,0.033242,-0.002677,-0.010046,0.028766,0.062999,0,0,0,0,0
0.114436,0.033242,-8.8422e-05,-0.011987,0.02909,0.064293,0,0,0,0,0
0.114438,0.033889,0.004118,-0.013928,0.02909,0.065588,0,0,0,0,0
0.11444,0.03486,0.006383,-0.015868,0.028443,0.066235,0,0,0,0,0
0.1144419999999999,0.036801,0.008648,-0.016839,0.027473,0.066882,0,0,0,0,0
0.1144439999999999,0.038095,0.010266,-0.018133,0.026503,0.067529,0,0,0,0,0
